Animal_Type,Breed,Age_norm,Weight_norm,Duration_Days_norm,Body_Temperature_C_norm,Heart_Rate_norm,temp_deviation_norm,Appetite_Loss_bin,Vomiting_bin,Diarrhea_bin,Coughing_bin,Labored_Breathing_bin,Lameness_bin,Skin_Lesions_bin,Nasal_Discharge_bin,Eye_Discharge_bin,symptom_count,is_fever,high_heart_rate,Gender_bin,Breed_encoded,animal_Cat,animal_Cow,animal_Dog,animal_Goat,animal_Horse,animal_Pig,animal_Rabbit,animal_Sheep,Disease_Prediction,Disease_ID
Cat,Russian Blue,0.2667,0.0044,0.25,0.1111,0.7895,0.1111,1,1,0,0,0,1,0,1,1,5,0,1,0,21,1,0,0,0,0,0,0,0,Feline Respiratory Infection,82
Horse,Shetland Pony,0.6667,0.3522,0.4167,0.6667,0.1053,0.6667,1,1,0,1,0,1,0,1,0,5,1,0,1,78,0,0,0,0,1,0,0,0,Equine Osteoarthritis,61
Cow,Holstein,0.4,0.7644,0.25,0.5556,0.0947,0.5556,1,0,0,1,1,0,0,1,0,4,0,0,0,2,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Rabbit,Dutch,0.0667,0.0005,0.0833,0.2222,0.8947,0.2222,1,0,1,1,0,1,0,0,1,5,0,1,0,79,0,0,0,0,0,0,1,0,Upper Respiratory Infection,136
Sheep,Lincoln,0.4667,0.1107,0.3333,0.8333,0.0526,0.8333,0,1,0,1,1,0,1,0,1,5,1,0,1,80,0,0,0,0,0,0,0,1,Footrot,88
Goat,LaMancha,0.2667,0.0836,0.4167,0.4444,0.1263,0.4444,1,0,1,0,0,1,0,1,0,4,0,0,0,81,0,0,0,1,0,0,0,0,Gastrointestinal Infection,91
Pig,Poland China,0.1333,0.1284,0.3333,0.7778,0.1789,0.7778,0,1,1,0,1,0,1,0,1,5,1,0,1,82,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Dog,Golden Retriever,0.4,0.0342,0.3333,0.6111,0.5053,0.6111,1,0,1,1,0,0,1,0,0,4,0,0,1,20,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Cat,Sphynx,0.2,0.0049,0.25,0.3889,0.8211,0.3889,1,1,1,0,1,1,0,0,0,5,0,1,1,25,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Horse,Clydesdale,0.9333,0.8233,0.5,0.6111,0.0737,0.6111,0,1,0,1,1,0,1,1,1,6,0,0,0,17,0,0,0,0,1,0,0,0,Equine Metabolic Syndrome,60
Cow,Simmental,0.4667,0.682,0.3333,0.5,0.1053,0.5,1,1,1,1,0,1,0,0,1,6,0,0,1,39,0,1,0,0,0,0,0,0,Bovine Johne's Disease,13
Rabbit,Mini Rex,0.0,0.0002,0.0,0.1667,1.0,0.1667,1,0,1,0,1,0,1,0,0,4,0,1,0,59,0,0,0,0,0,0,1,0,Pasteurellosis,110
Dog,Rottweiler,0.2667,0.0483,0.1667,0.4444,0.5263,0.4444,1,1,0,1,0,1,1,0,0,5,0,0,0,40,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Cat,Bengal,0.1333,0.0053,0.25,0.2778,0.7368,0.2778,1,1,0,1,0,1,0,0,1,5,0,1,1,11,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Horse,Thoroughbred,0.4,0.5642,0.3333,0.6667,0.0526,0.6667,0,1,1,0,1,1,0,1,0,5,1,0,0,5,0,0,0,0,1,0,0,0,Equine Influenza,55
Cow,Angus,0.3333,0.6466,0.4167,0.5556,0.1263,0.5556,1,0,1,1,1,0,1,0,0,5,0,0,1,19,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Rabbit,Himalayan,0.0667,0.0007,0.0833,0.0556,0.8421,0.0556,1,1,0,1,0,0,1,0,0,4,0,1,1,74,0,0,0,0,0,0,1,0,Rabbit Hemorrhagic Disease,118
Sheep,Texel,0.2,0.0989,0.25,0.5,0.0632,0.5,1,0,0,1,0,0,1,1,0,4,0,0,0,83,0,0,0,0,0,0,0,1,Blue Tongue Virus,7
Goat,Alpine,0.2667,0.0836,0.3333,0.3333,0.1158,0.3333,1,1,0,1,0,0,1,1,0,5,0,0,1,61,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Pig,Duroc,0.1333,0.1166,0.1667,0.6111,0.1895,0.6111,1,0,1,0,1,1,0,0,1,5,0,0,0,62,0,0,0,0,0,1,0,0,Swine Influenza,133
Dog,Doberman Pinscher,0.3333,0.0459,0.25,0.5,0.5158,0.5,1,1,0,1,0,0,1,1,0,5,0,0,1,84,0,0,1,0,0,0,0,0,Canine Distemper,24
Cat,Siamese,0.2,0.0038,0.3333,0.2222,0.7895,0.2222,1,0,1,1,0,1,0,1,1,6,0,1,0,1,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Horse,Pinto,0.5333,0.6231,0.4167,0.7222,0.0737,0.7222,0,1,0,1,1,0,0,1,0,4,1,0,1,85,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Cow,Charolais,0.2667,0.7291,0.1667,0.6667,0.1158,0.6667,1,1,1,0,1,0,0,1,1,6,1,0,0,86,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Rabbit,Mini Lop,0.0,0.0002,0.0,0.1667,0.8947,0.1667,1,1,1,1,0,0,1,0,0,5,0,1,0,87,0,0,0,0,0,0,1,0,Myxomatosis,106
Sheep,Suffolk,0.3333,0.1048,0.25,0.5556,0.0842,0.5556,1,1,0,1,0,1,0,1,0,5,0,0,1,60,0,0,0,0,0,0,0,1,Caseous Lymphadenitis,38
Goat,Boer,0.1333,0.0813,0.25,0.6111,0.1053,0.6111,1,0,1,0,1,1,0,1,1,6,0,0,0,57,0,0,0,1,0,0,0,0,Caprine Pleuropneumonia,35
Pig,Landrace,0.2667,0.1402,0.3333,0.4444,0.1579,0.4444,1,1,0,0,1,0,1,1,0,5,0,0,1,88,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Dog,Pit Bull,0.2,0.04,0.0833,0.3333,0.5789,0.3333,1,1,0,1,0,1,0,0,0,4,0,1,0,89,0,0,1,0,0,0,0,0,Leptospirosis,102
Cat,Persian,0.2667,0.0047,0.1667,0.2778,0.8211,0.2778,1,1,0,1,0,1,1,0,1,6,0,1,1,4,1,0,0,0,0,0,0,0,Feline Herpesvirus,73
Horse,Mustang,0.7333,0.6466,0.25,0.6667,0.1053,0.6667,0,1,1,0,1,0,1,0,1,5,1,0,1,90,0,0,0,0,1,0,0,0,Equine Laminitis,57
Cow,Hereford,0.4,0.682,0.3333,0.6111,0.1053,0.6111,1,0,1,1,0,1,1,1,1,7,0,0,0,13,0,1,0,0,0,0,0,0,Bovine Johne's Disease,13
Rabbit,Holland Lop,0.1333,0.0004,0.1667,0.1111,0.9474,0.1111,1,1,0,0,1,0,1,1,0,5,0,1,1,55,0,0,0,0,0,0,1,0,Rabbit Syphilis,119
Sheep,Border Leicester,0.2667,0.1048,0.25,0.7222,0.0421,0.7222,1,1,0,1,0,1,0,1,1,6,1,0,1,91,0,0,0,0,0,0,0,1,Chlamydia in Sheep,39
Goat,Nubian,0.3333,0.0695,0.25,0.5,0.1263,0.5,1,0,1,1,0,1,0,0,0,4,0,0,0,68,0,0,0,1,0,0,0,0,Caprine Respiratory Disease,36
Pig,Wessex Saddleback,0.1333,0.1225,0.25,0.3333,0.1474,0.3333,1,1,0,1,1,0,1,0,1,6,0,0,1,92,0,0,0,0,0,1,0,0,Actinobacillus Suis,1
Dog,Cocker Spaniel,0.2667,0.0224,0.1667,0.4444,0.5579,0.4444,1,1,0,0,1,0,0,1,0,4,0,1,0,93,0,0,1,0,0,0,0,0,Canine Leptospirosis,30
Cat,Scottish Fold,0.2,0.0045,0.25,0.2222,0.8105,0.2222,1,0,1,0,0,1,0,1,1,5,0,1,1,38,1,0,0,0,0,0,0,0,Feline Chlamydia,70
Horse,Arabian,0.3333,0.5878,0.3333,0.5556,0.0947,0.5556,0,1,1,1,0,0,1,1,0,5,0,0,0,12,0,0,0,0,1,0,0,0,Equine West Nile Virus,67
Cow,Jersey,0.2667,0.5878,0.25,0.6111,0.1158,0.6111,1,1,1,0,1,0,0,1,1,6,0,0,0,9,0,1,0,0,0,0,0,0,Bovine Viral Diarrhea,22
Rabbit,English Angora,0.0667,0.0006,0.0833,0.2778,0.8737,0.2778,1,0,0,1,1,0,1,0,0,4,0,1,1,69,0,0,0,0,0,0,1,0,Myxomatosis,106
Dog,German Shepherd,0.2,0.0518,0.25,0.5556,0.5263,0.5556,1,0,1,1,0,1,1,0,0,5,0,0,0,6,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Cat,Maine Coon,0.1333,0.0077,0.1667,0.3889,0.8211,0.3889,1,1,0,1,1,1,0,1,0,6,0,1,1,7,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Horse,Clydesdale,0.5333,1.0,0.3333,0.4444,0.0947,0.4444,0,1,1,0,1,0,1,1,0,5,0,0,1,17,0,0,0,0,1,0,0,0,Equine Rhinopneumonitis,65
Cow,Holstein,0.2667,0.7291,0.4167,0.5,0.1263,0.5,1,0,1,1,0,1,1,0,1,6,0,0,0,2,0,1,0,0,0,0,0,0,Bovine Respiratory Syncytial Virus,20
Rabbit,English Spot,0.0667,0.0004,0.0833,0.2222,0.8947,0.2222,1,0,1,1,0,0,1,1,0,5,0,1,0,94,0,0,0,0,0,0,1,0,Rabbit Syphilis,119
Sheep,Finnsheep,0.2,0.0813,0.25,0.3333,0.0526,0.3333,1,0,1,1,0,1,0,1,1,6,0,0,1,95,0,0,0,0,0,0,0,1,Scrapie,125
Goat,Saanen,0.2667,0.0754,0.3333,0.5556,0.1053,0.5556,1,1,0,0,1,1,0,1,1,6,0,0,0,96,0,0,0,1,0,0,0,0,Caprine Pleuropneumonia,35
Pig,Tamworth,0.1333,0.1166,0.1667,0.6667,0.1579,0.6667,1,1,0,1,1,0,1,0,0,5,1,0,1,77,0,0,0,0,0,1,0,0,Porcine Epidemic Diarrhea,113
Dog,Poodle,0.3333,0.0283,0.25,0.5,0.4211,0.5,1,1,0,1,0,0,1,1,0,5,0,0,1,10,0,0,1,0,0,0,0,0,Canine Distemper,24
Cat,Russian Blue,0.1333,0.0045,0.1667,0.2778,0.7895,0.2778,1,0,1,0,1,0,1,1,0,5,0,1,0,21,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Horse,Shetland Pony,0.4667,0.3522,0.25,0.6111,0.0632,0.6111,1,1,0,1,0,1,1,0,0,5,0,0,0,78,0,0,0,0,1,0,0,0,Equine Herpesvirus,53
Cow,Guernsey,0.4,0.6938,0.3333,0.3889,0.0842,0.3889,1,0,0,1,1,1,1,0,1,6,0,0,1,36,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Rabbit,Mini Rex,0.0,0.0001,0.0,0.1667,0.9474,0.1667,1,1,0,1,0,0,1,0,0,4,0,1,0,59,0,0,0,0,0,0,1,0,Myxomatosis,106
Sheep,Leicester Longwool,0.3333,0.1107,0.25,0.5556,0.0421,0.5556,1,0,1,0,1,0,0,1,0,4,0,0,1,97,0,0,0,0,0,0,0,1,Chlamydia in Sheep,39
Goat,Nigerian Dwarf,0.0667,0.0636,0.1667,0.4444,0.1263,0.4444,1,1,0,1,0,0,1,0,1,5,0,0,0,98,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Pig,Large White,0.3333,0.1343,0.4167,0.7222,0.1368,0.7222,1,0,1,1,1,0,1,0,0,5,1,0,0,99,0,0,0,0,0,1,0,0,Swine Influenza,133
Dog,Golden Retriever,0.4,0.0377,0.25,0.4444,0.5053,0.4444,1,1,1,0,1,1,0,0,1,6,0,0,1,20,0,0,1,0,0,0,0,0,Canine Leptospirosis,30
Cat,Burmese,0.2,0.0039,0.0833,0.3333,0.8421,0.3333,1,0,0,1,0,1,1,0,1,5,0,1,1,64,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Horse,Welsh Pony,0.2667,0.47,0.1667,0.5556,0.0842,0.5556,0,1,1,0,1,0,1,1,0,5,0,0,0,51,0,0,0,0,1,0,0,0,Equine Influenza,55
Cow,Aberdeen Angus,0.3333,0.7291,0.25,0.4444,0.1053,0.4444,1,0,1,0,1,1,1,1,0,6,0,0,0,100,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Rabbit,Himalayan,0.0667,0.0002,0.1667,0.2222,0.8842,0.2222,1,1,0,1,0,0,1,0,1,5,0,1,1,74,0,0,0,0,0,0,1,0,Rabbit Hemorrhagic Disease,118
Sheep,Dorset,0.1333,0.0872,0.25,0.3889,0.0737,0.3889,1,0,1,1,1,0,1,0,0,5,0,0,1,101,0,0,0,0,0,0,0,1,Foot and Mouth Disease,86
Goat,Toggenburg,0.2667,0.0695,0.1667,0.6667,0.1158,0.6667,1,1,1,0,1,0,1,0,0,5,1,0,0,71,0,0,0,1,0,0,0,0,Caprine Pleuropneumonia,35
Pig,Berkshire,0.2,0.1107,0.0833,0.4444,0.1895,0.4444,1,0,0,1,1,1,1,1,0,6,0,0,1,72,0,0,0,0,0,1,0,0,Porcine Reproductive and Respiratory Syndrome,115
Dog,Bulldog,0.2667,0.02,0.25,0.5,0.4737,0.5,1,0,0,1,1,1,0,1,0,5,0,0,0,8,0,0,1,0,0,0,0,0,Kennel Cough,100
Cat,Siamese,0.3333,0.0053,0.1667,0.3333,0.8316,0.3333,1,0,0,1,0,0,1,1,0,4,0,1,1,1,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Horse,Thoroughbred,0.4667,0.6466,0.25,0.4444,0.0737,0.4444,1,0,1,0,1,1,0,1,1,6,0,0,0,5,0,0,0,0,1,0,0,0,Equine Herpesvirus,53
Cow,Ayrshire,0.2,0.7409,0.3333,0.3889,0.0947,0.3889,1,0,1,1,0,1,1,1,0,6,0,0,1,102,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Dog,Beagle,0.2,0.0165,0.1667,0.4444,0.5789,0.4444,1,0,1,1,0,0,1,1,0,5,0,1,0,3,0,0,1,0,0,0,0,0,Canine Influenza,29
Cat,Bengal,0.1333,0.0047,0.25,0.3333,0.7368,0.3333,1,1,0,1,1,0,1,0,1,6,0,1,1,11,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Horse,Arabian,0.4,0.5878,0.3333,0.5,0.1579,0.5,0,1,1,1,0,1,1,0,0,5,0,0,0,12,0,0,0,0,1,0,0,0,Equine Protozoal Myeloencephalitis,64
Cow,Jersey,0.2667,0.6584,0.25,0.3889,0.0947,0.3889,1,0,1,1,1,1,1,0,1,7,0,0,1,9,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Rabbit,Himalayan,0.0667,0.0002,0.0833,0.1667,0.8947,0.1667,1,0,1,1,0,0,1,0,1,5,0,1,1,74,0,0,0,0,0,0,1,0,Rabbit Hemorrhagic Disease,118
Sheep,Suffolk,0.2667,0.1048,0.1667,0.4444,0.0211,0.4444,1,0,1,1,1,1,0,1,0,6,0,0,0,60,0,0,0,0,0,0,0,1,Foot and Mouth Disease,86
Goat,Boer,0.3333,0.0813,0.25,0.5556,0.1053,0.5556,1,1,0,1,0,1,1,0,0,5,0,0,1,57,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Pig,Duroc,0.2,0.1225,0.0833,0.6111,0.1368,0.6111,1,0,1,0,1,0,1,0,1,5,0,0,0,62,0,0,0,0,0,1,0,0,Porcine Respiratory Disease Complex,116
Dog,Chihuahua,0.1333,0.0059,0.0,0.3333,0.5053,0.3333,1,1,0,1,1,0,1,1,0,6,0,0,1,14,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Cat,Scottish Fold,0.2667,0.0044,0.3333,0.2778,0.8421,0.2778,1,1,1,1,0,1,0,1,1,7,0,1,0,38,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Horse,Mustang,0.4667,0.6466,0.4167,0.3889,0.1789,0.3889,0,1,1,1,1,0,0,1,0,5,0,0,1,90,0,0,0,0,1,0,0,0,Equine Influenza,55
Cow,Simmental,0.2,0.7644,0.3333,0.5,0.0842,0.5,1,0,1,1,1,1,0,0,1,6,0,0,1,39,0,1,0,0,0,0,0,0,Bovine Respiratory Syncytial Virus,20
Rabbit,Mini Lop,0.0,0.0,0.0833,0.2222,0.9263,0.2222,1,0,1,1,1,0,1,0,0,5,0,1,0,87,0,0,0,0,0,0,1,0,Myxomatosis,106
Sheep,Karakul,0.2667,0.0931,0.1667,0.5556,0.0526,0.5556,1,0,1,1,1,1,0,1,1,7,0,0,1,103,0,0,0,0,0,0,0,1,Scrapie,125
Goat,Angora,0.3333,0.0695,0.25,0.6667,0.1368,0.6667,1,1,1,1,0,0,1,0,1,6,1,0,0,104,0,0,0,1,0,0,0,0,Caprine Pleuropneumonia,35
Pig,Landrace,0.2,0.1166,0.25,0.4444,0.1789,0.4444,1,1,1,1,1,0,1,0,1,7,0,0,1,88,0,0,0,0,0,1,0,0,Porcine Epidemic Diarrhea,113
Dog,Rottweiler,0.2667,0.0459,0.1667,0.5,0.5474,0.5,1,0,1,1,1,1,0,1,0,6,0,1,0,40,0,0,1,0,0,0,0,0,Canine Distemper,24
Cat,Abyssinian,0.1333,0.0042,0.1667,0.3333,0.7579,0.3333,1,0,1,0,1,1,1,0,0,5,0,1,1,26,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Horse,Tennessee Walking Horse,0.3333,0.7055,0.3333,0.5556,0.1263,0.5556,0,1,1,1,0,0,1,1,1,6,0,0,0,105,0,0,0,0,1,0,0,0,Equine Rhinopneumonitis,65
Cow,Dexter,0.1333,0.5289,0.25,0.5,0.0947,0.5,1,1,0,1,1,0,1,1,1,7,0,0,1,106,0,1,0,0,0,0,0,0,Bovine Viral Diarrhea,22
Rabbit,Holland Lop,0.0,0.0,0.0833,0.2778,0.8737,0.2778,1,1,0,1,0,1,1,0,0,5,0,1,1,55,0,0,0,0,0,0,1,0,Rabbit Syphilis,119
Sheep,Corriedale,0.2,0.1107,0.25,0.3889,0.0632,0.3889,1,0,0,1,1,1,0,1,0,5,0,0,0,107,0,0,0,0,0,0,0,1,Blue Tongue,5
Goat,Kiko,0.2667,0.0836,0.3333,0.6111,0.1053,0.6111,1,1,0,1,0,1,1,0,1,6,0,0,1,76,0,0,0,1,0,0,0,0,Caprine Pleuropneumonia,35
Pig,Hampshire,0.1333,0.1225,0.25,0.4444,0.1684,0.4444,1,1,0,1,1,0,1,0,1,6,0,0,0,108,0,0,0,0,0,1,0,0,Porcine Respiratory Disease Complex,116
Dog,Golden Retriever,0.4,0.0342,0.25,0.3333,0.6316,0.3333,1,1,1,1,1,0,1,0,0,6,0,1,1,20,0,0,1,0,0,0,0,0,Canine Distemper,24
Cat,Persian,0.3333,0.0038,0.25,0.3889,0.8211,0.3889,1,1,0,1,0,0,1,1,0,5,0,1,0,4,1,0,0,0,0,0,0,0,Feline Coronavirus,72
Horse,Standardbred,0.3333,0.7644,0.3333,0.5556,0.1053,0.5556,1,0,1,0,1,1,1,0,1,6,0,0,1,33,0,0,0,0,1,0,0,0,Equine Influenza,55
Cow,Charolais,0.1333,0.8233,0.25,0.4444,0.0737,0.4444,1,1,0,0,1,1,0,1,1,6,0,0,1,86,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Dog,Poodle,0.1333,0.0224,0.1667,0.3333,0.5263,0.3333,1,0,1,0,1,1,1,0,1,6,0,0,0,10,0,0,1,0,0,0,0,0,Parvovirus,109
Cat,Maine Coon,0.2667,0.0088,0.0833,0.3889,0.7895,0.3889,1,1,0,1,1,0,1,0,1,6,0,1,1,7,1,0,0,0,0,0,0,0,Feline Upper Respiratory Infection,84
Horse,Clydesdale,0.4,1.0,0.3333,0.4444,0.1263,0.4444,1,0,1,1,1,0,1,0,1,6,0,0,0,17,0,0,0,0,1,0,0,0,Equine Herpesvirus,53
Cow,Holstein,0.2,0.8233,0.25,0.5,0.0737,0.5,1,1,0,0,1,0,1,0,1,5,0,0,1,2,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Rabbit,Dutch,0.0667,0.0009,0.1667,0.3333,0.8421,0.3333,1,1,0,1,0,1,0,0,1,5,0,1,1,79,0,0,0,0,0,0,1,0,Rabbit Viral Hemorrhagic Disease,120
Sheep,Southdown,0.3333,0.0931,0.25,0.5,0.0421,0.5,1,0,1,1,0,1,1,0,0,5,0,0,0,109,0,0,0,0,0,0,0,1,Contagious Ecthyma,44
Goat,Nubian,0.2,0.0836,0.3333,0.6667,0.1053,0.6667,1,1,0,1,1,0,1,0,1,6,1,0,1,68,0,0,0,1,0,0,0,0,Pneumonia,111
Pig,Berkshire,0.2667,0.1284,0.25,0.4444,0.1579,0.4444,1,0,1,1,1,0,1,0,1,6,0,0,0,72,0,0,0,0,0,1,0,0,Swine Influenza,133
Dog,German Shepherd,0.2,0.0365,0.0833,0.3889,0.6316,0.3889,1,1,0,1,1,1,1,0,0,6,0,1,1,6,0,0,1,0,0,0,0,0,Canine Hepatitis,27
Cat,Sphynx,0.1333,0.0047,0.1667,0.3333,0.8947,0.3333,1,0,1,0,1,1,0,1,1,6,0,1,0,25,1,0,0,0,0,0,0,0,Feline Rhinotracheitis,83
Horse,Andalusian,0.4667,0.6466,0.4167,0.5556,0.1895,0.5556,1,0,1,1,0,1,1,0,1,6,0,0,1,110,0,0,0,0,1,0,0,0,Equine Encephalomyelitis,52
Cow,Guernsey,0.2667,0.5289,0.1667,0.3333,0.0842,0.3333,1,0,1,0,1,1,1,1,0,6,0,0,0,36,0,1,0,0,0,0,0,0,Bovine Parainfluenza,16
Rabbit,English Angora,0.1333,0.0005,0.1667,0.2778,0.8211,0.2778,1,1,0,1,1,1,0,1,0,6,0,1,1,69,0,0,0,0,0,0,1,0,Pasteurellosis,110
Sheep,Tunis,0.2,0.1107,0.25,0.4444,0.0632,0.4444,1,1,0,1,0,1,1,0,0,5,0,0,1,111,0,0,0,0,0,0,0,1,Bluetongue Virus,9
Goat,Boer,0.3333,0.0872,0.3333,0.7222,0.1263,0.7222,1,1,0,1,1,0,1,1,1,7,1,0,0,57,0,0,0,1,0,0,0,0,Caprine Viral Arthritis,37
Pig,Large White,0.2,0.1402,0.3333,0.3889,0.1684,0.3889,1,0,1,1,1,1,0,1,0,6,0,0,1,99,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Dog,Bulldog,0.1333,0.0283,0.1667,0.4444,0.5789,0.4444,1,0,1,1,1,1,1,0,1,7,0,1,0,8,0,0,1,0,0,0,0,0,Canine Leptospirosis,30
Cat,Russian Blue,0.0667,0.0059,0.0833,0.3333,0.7895,0.3333,1,1,1,1,0,1,1,0,1,7,0,1,1,21,1,0,0,0,0,0,0,0,Feline Asthma,68
Horse,Thoroughbred,0.3333,0.7644,0.3333,0.5,0.1474,0.5,1,0,1,0,1,0,1,1,0,5,0,0,0,5,0,0,0,0,1,0,0,0,Equine Influenza Virus,56
Cow,Red Poll,0.2,0.7998,0.3333,0.5556,0.0737,0.5556,1,1,0,0,1,0,1,1,1,6,0,0,1,112,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Rabbit,Himalayan,0.0667,0.0001,0.0833,0.2222,0.8421,0.2222,1,0,1,1,0,1,1,0,1,6,0,1,0,74,0,0,0,0,0,0,1,0,Rabbit Calicivirus,117
Sheep,Romney,0.2667,0.1048,0.1667,0.3889,0.0526,0.3889,1,0,1,1,0,1,1,1,0,6,0,0,0,75,0,0,0,0,0,0,0,1,Maedi-Visna,104
Goat,Alpine,0.2667,0.0931,0.1667,0.6111,0.1053,0.6111,1,1,0,1,0,1,1,1,1,7,0,0,1,61,0,0,0,1,0,0,0,0,Caseous Lymphadenitis,38
Pig,Pietrain,0.2,0.1519,0.3333,0.4444,0.1895,0.4444,1,1,0,1,0,1,0,1,1,6,0,0,0,113,0,0,0,0,0,1,0,0,Swine Erysipelas,130
Dog,Beagle,0.2667,0.0283,0.25,0.4444,0.5263,0.4444,1,1,0,0,1,1,1,0,1,6,0,0,1,3,0,0,1,0,0,0,0,0,Kennel Cough,100
Cat,Bengal,0.1333,0.0059,0.1667,0.3889,0.7895,0.3889,1,1,1,1,0,1,1,0,1,7,0,1,0,11,1,0,0,0,0,0,0,0,Feline Herpesvirus,73
Horse,Appaloosa,0.5333,0.6466,0.4167,0.5556,0.1053,0.5556,1,1,0,1,0,1,1,1,1,7,0,0,1,23,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Cow,Jersey,0.3333,0.5878,0.25,0.4444,0.0526,0.4444,1,0,1,0,1,1,1,0,1,6,0,0,0,9,0,1,0,0,0,0,0,0,Bovine Viral Diarrhea,22
Rabbit,English Lop,0.1333,0.0012,0.1667,0.3333,0.8947,0.3333,1,1,0,1,1,1,1,0,0,6,0,1,1,114,0,0,0,0,0,0,1,0,Myxomatosis,106
Sheep,Blackface,0.2,0.1107,0.3333,0.5,0.0737,0.5,1,0,1,0,1,1,0,1,0,5,0,0,1,115,0,0,0,0,0,0,0,1,Blue Tongue Disease,6
Goat,Saanen,0.2667,0.0989,0.3333,0.6667,0.1579,0.6667,1,1,0,1,0,1,1,1,0,6,1,0,0,96,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Pig,Landrace,0.3333,0.1402,0.25,0.3889,0.2632,0.3889,1,0,1,1,0,0,1,1,0,5,0,0,1,88,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Dog,Chihuahua,0.2,0.0047,0.0833,0.3889,0.4211,0.3889,1,1,0,1,1,1,1,0,0,6,0,0,0,14,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Cat,Siberian,0.4,0.0108,0.25,0.3333,0.6842,0.3333,1,1,1,1,0,0,1,1,0,6,0,1,1,41,1,0,0,0,0,0,0,0,Feline Asthma,68
Horse,Clydesdale,0.4,0.9411,0.3333,0.6111,0.1579,0.6111,1,1,0,1,1,1,1,1,1,8,0,0,0,17,0,0,0,0,1,0,0,0,Equine Leptospirosis,58
Cow,Ayrshire,0.2667,0.8469,0.1667,0.5,0.1263,0.5,1,1,0,0,1,1,1,0,1,6,0,0,1,102,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Rabbit,Himalayan,0.2,0.0007,0.25,0.3333,0.7895,0.3333,1,0,1,0,1,1,1,0,1,6,0,1,0,74,0,0,0,0,0,0,1,0,Pasteurellosis,110
Sheep,Suffolk,0.2,0.0989,0.25,0.5556,0.0842,0.5556,1,1,0,1,0,0,1,1,0,5,0,0,1,60,0,0,0,0,0,0,0,1,Contagious Abortion,43
Goat,Nubian,0.3333,0.1107,0.3333,0.7778,0.1053,0.7778,1,1,0,1,0,1,1,1,1,7,1,0,0,68,0,0,0,1,0,0,0,0,Pneumonia,111
Pig,Duroc,0.1333,0.1284,0.25,0.4444,0.3158,0.4444,1,1,0,1,1,0,1,0,1,6,0,0,1,62,0,0,0,0,0,1,0,0,Swine Dysentery,129
Dog,Boxer,0.3333,0.0342,0.1667,0.3889,0.4737,0.3889,1,1,0,1,1,1,1,0,1,7,0,0,0,54,0,0,1,0,0,0,0,0,Canine Leptospirosis,30
Cat,Abyssinian,0.2667,0.0041,0.0833,0.3333,0.7368,0.3333,1,0,1,0,1,1,1,0,1,6,0,1,1,26,1,0,0,0,0,0,0,0,Feline Respiratory Disease Complex,81
Horse,Morgan,0.2667,0.6466,0.3333,0.4444,0.1053,0.4444,1,1,0,1,1,0,1,1,1,7,0,0,1,29,0,0,0,0,1,0,0,0,Equine Herpesvirus,53
Cow,Belted Galloway,0.2,0.7644,0.1667,0.5556,0.0526,0.5556,1,1,1,0,1,1,1,0,1,7,0,0,0,116,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
